,Datetime,headline,description,article,link,responses
157,2025-06-24 20:00:00,Global Cloud Leader IFI Techsolutions Limited Achieves All Six Microsoft Solution Partner Designations,"IFI Techsolutions Limited, a Microsoft Azure Expert MSP today announced that it has earned all six solution partner designations under the Microsoft AI Cloud Partner Program—an achievement that places the company amongst the top 1% Microsoft partners globally.","Joins Elite Group of Global Microsoft Cloud Experts.MUMBAI, India, June 24, 2025 /PRNewswire/ -- IFI Techsolutions Limited, a Microsoft Azure Expert MSP today announced that it has earned all six solution partner designations under the Microsoft AI Cloud Partner Program—an achievement that places the company amongst the top 1% Microsoft partners globally..Microsoft accords each designation to the partners after assessing them on stringent criteria. Earning these designations validates IFI Techsolutions' end-to-end capabilities across the entire Microsoft Cloud ecosystem, including Azure, Microsoft 365 and Dynamics 365. It highlights the company's commitment to continuous learning, delivering measurable customer impact, and investing in skilling its workforce to stay ahead in a dynamic cloud landscape..The Six Solution Partner designations include:.Data & AI (Azure).Infrastructure (Azure).Digital & App Innovation (Azure).Business Applications.Modern Work.Security.""We are honoured and excited to be recognized as a top-tier Microsoft partner,"" said Puneet Bajaj, CTO - IFI Techsolutions. ""It's Microsoft's way of validating that we have the skills, scale, and proven impact to help customers innovate faster and smarter in a cloud-first world."".This accomplishment not only strengthens IFI Techsolutions' strategic alignment with Microsoft but also enables its clients to benefit from enhanced service offerings, advanced 24x7 support and access to the latest innovations in the Microsoft Cloud space..""It's a promise to our clients that they're working with a partner recognized by Microsoft for delivering tangible value,"" said David Wright, Chief Revenue Officer - IFI Techsolutions. ""Our team can now be a go-to-partner to deliver complex, large-scale digital transformation solutions for our clients eliminating their need to seek inputs from elsewhere."".As a full-spectrum Microsoft cloud partner, IFI Techsolutions is now better positioned than ever to help clients leverage AI, secure their digital assets, and innovate faster across their business landscape..About IFI Techsolutions Limited.Founded in 2016, IFI Techsolutions (www.ifi.tech)boasts of a strong leadership team comprising of ex-Microsoft executives giving the company an edge over its competitors. IFI Techsolutions is a Microsoft Azure Expert MSP specializing in Azure cloud migrations, modern workplace transformations, application innovation and cybersecurity with presence in Australia, Canada, India, Singapore, UAE, UK and US. With over 500+ customers the company is trusted by enterprises across 40+ countries for scalable, secure and intelligent Microsoft Cloud solutions.",https://finance.yahoo.com/news/global-cloud-leader-ifi-techsolutions-120000085.html,"```json
{
  ""Strategic Risk"": 3,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 4,
  ""Technology Risk"": 3,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 2,
  ""ESG Risk"": 0
}
```"
158,2025-06-24 19:15:00,5 AI Stocks Every Investor Should Own,The smartest investors should look beyond the obvious AI plays to find multiyear winners.  Companies providing the infrastructure and data for AI will mint fortunes alongside the headline grabbers.  It's the technological innovation of our age -- one that will alter the course of humanity for the foreseeable future.,"Tech giants are spending unprecedented sums to dominate the AI race, signaling this is no bubble..The smartest investors should look beyond the obvious AI plays to find multiyear winners..Companies providing the infrastructure and data for AI will mint fortunes alongside the headline grabbers..10 stocks we like better than Nvidia ›.Artificial intelligence (AI) isn't a bubble. It's the technological innovation of our age -- one that will alter the course of humanity for the foreseeable future..Want definitive proof? Meta Platforms (NASDAQ: META) CEO Mark Zuckerberg is reportedly willing to pay $100 million in bonus packages to poach top AI talent from rivals, personally sending WhatsApp messages to hundreds of researchers and hosting them at his homes to close deals. When one of the world's richest CEOs abandons his executive suite to become his company's chief recruiter, you know you're witnessing something far more substantial than dot-com era vaporware..While everyone obsesses over which company will build the first superintelligence, the smartest money is quietly accumulating positions in the companies that will profit regardless of which company wins. Think of it this way: During the California Gold Rush, the prospectors went bust -- but the folks selling picks and shovels got rich..Today's AI revolution follows the same playbook. The following five stocks are perfectly positioned to profit from every dollar spent in this technological arms race..Nvidia (NASDAQ: NVDA) gets all the AI chip headlines, but the real story is its transformation into a full-stack AI computing company. While investors fixate on quarterly graphics processing unit (GPU) sales, Nvidia is quietly building the computing platform for the next generation of humanoid robots, agentic AI systems, and autonomous vehicles..The company's chips and software are becoming the preferred choice for developers building everything from factory robots to self-driving cars. The robotics market alone could reach $375 billion by 2035, yet Wall Street still values Nvidia like a semiconductor company selling commodity chips..Amazon (NASDAQ: AMZN) is deploying 750,000 robots across its fulfillment centers, but that's just the beginning of its automation journey. Its next-generation AI-powered robots are designed to work alongside human employees, handling the most physically demanding tasks while freeing workers to focus on higher-value activities.",https://finance.yahoo.com/news/5-ai-stocks-every-investor-111500156.html,"```json
{
  ""Strategic Risk"": 8,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 7,
  ""Technology Risk"": 10,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 5,
  ""ESG Risk"": 0
}
```"
159,2025-06-24 19:05:00,"As job expectations grow, workers battle an ‘infinite workday,’ Microsoft says","To address the issue, employers can look into how time is spent, how work gets done and what really drives impact, according to the report.","This story was originally published on HR Dive. To receive daily news and insights, subscribe to our free daily HR Dive newsletter. .Workers now face a “seemingly infinite workday,” where they scan emails before getting out of bed in the morning, attend countless meetings throughout the day and catch up on work during the evenings and weekends, according to a June 17 report from Microsoft..For instance, mass emails with 20 or more recipients have increased 7% in the past year, Teams messages per person grew 6% year over year globally, and evening meetings held after 8 p.m. have increased 16% year over year as well..“This points to a larger truth: the modern workday for many has no clear start or finish,” according to the report. “As business demands grow more complex and expectations continue to rise, time once reserved for focus or recovery may now be spent catching up, prepping and chasing clarity.”.Based on Microsoft data, employees receive an average of 117 emails per day and 153 Teams messages per workday. About 57% of meetings are ad hoc, or called in the moment without a calendar invitation..Half of meetings take place between 9-11 a.m. and 1-3 p.m., which are considered the most productive hours for workers based on their circadian rhythms. Message activity also increases during the time, leaving little time for deep focus work, Microsoft said..Telemetry data indicates that employees using Microsoft 365 are interrupted every two minutes by a meeting, email or chat notification, adding up to 275 times per day..In the evening, 29% of employees check their email again after 10 p.m. Nearly 20% of employees actively working on the weekend tend to check their email before noon on Saturday and Sunday. More than 5% also check email on Sunday evenings..Overall, 1 in 3 employees said the pace of work during the past five years has “made it impossible to keep up,” Microsoft said..In response, employers should question how time is spent, how work gets done and what really drives impact, according to the report. For instance, companies can use the 80/20 Pareto principle to focus on the 20% of efforts that deliver 80% of the outcomes. This requires setting boundaries and prioritizing deep work, the report indicated..Microsoft also recommended redesigning organizational charts to focus on goals and outcomes rather than traditional silos. As part of this, departments can incorporate artificial intelligence tools to develop insights, draft reports and fill gaps, according to the report.",https://finance.yahoo.com/news/job-expectations-grow-workers-battle-110500336.html,"```json
{
  ""Strategic Risk"": 4,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 3,
  ""Technology Risk"": 0,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 3,
  ""ESG Risk"": 4
}
```"
160,2025-06-24 18:09:00,Tampa General Hospital introduces ambient listening capabilities for nurses,"The tool captures patient symptoms, observations, and experiences, converting them into specialised clinical summaries.","Tampa General Hospital (TGH) in the US has launched Microsoft’s ambient listening technology for nurses, integrated into Epic’s Rover mobile application..The initiative seeks to alleviate the administrative workload on nurses, with research indicating that up to 15% of their shifts can be consumed by documentation tasks..This new solution, designed specifically for bedside nurses, represents TGH’s ongoing efforts to leverage AI to improve productivity, enhance job satisfaction, and elevate patient care quality..Tampa General chief nursing executive and executive vice-president Wendi Goodson-Celerin said: “Our guiding philosophy has always been to put our team members first, so they feel engaged, supported and empowered to show up at their best for our patients..“Microsoft's ambient listening technology can give nurses back hours of time per shift that they'd ordinarily spend manually entering data into a computer, and the research shows that this is time they would prefer to spend at the bedside with their patients, upskilling newer nurses and honing their craft.”.Similar to DAX Copilot, which is now part of Microsoft Dragon Copilot and was rolled out to more than 500 TGH-affiliated physicians in June 2024, the technology for nurses captures patient details such as observations, symptoms and experiences, and converts them into specialised clinical summaries within seconds..This allows nurses to dedicate more time to direct patient care, mentor future nursing staff, and pursue professional development..TGH expects that within the initial months of implementation, the technology will improve care coordination, reduce charting time, and minimise delays between patient assessments and documentation..Tampa General chief nursing informatics officer Amit Patel said: “When approaching the rollout of ambient technology for nurses, we took a hard look at how we could use existing technology in new ways to drive the most meaningful impact – both for our team members and for patients.”.In April 2025, TGH implemented Milagro's AI-powered coding platform, resulting in significant improvements in surgical coding and reimbursement processes..""Tampa General Hospital introduces ambient listening capabilities for nurses"" was originally created and published by Hospital Management, a GlobalData owned brand... .The information on this site has been included in good faith for general informational purposes only. It is not intended to amount to advice on which you should rely, and we give no representation, warranty or guarantee, whether express or implied as to its accuracy or completeness. You must obtain professional or specialist advice before taking, or refraining from, any action on the basis of the content on our site.",https://finance.yahoo.com/news/tampa-general-hospital-introduces-ambient-100920154.html,"```json
{
  ""Strategic Risk"": 2,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 2,
  ""Technology Risk"": 3,
  ""Credit Risk"": 0,
  ""Legal Risk"": -2,
  ""Political Risk"": 0,
  ""Reputational Risk"": 3,
  ""ESG Risk"": 3
}
```"
161,2025-06-24 16:15:00,2 Top Artificial Intelligence Stocks to Buy Right Now,"ServiceNow is experiencing strong growth as it integrates AI across its cloud-based workflow automation platform.  Microsoft is seeing incredible momentum in its enterprise cloud service business.  Leading companies across semiconductors, cloud services, and software are seeing surging demand.","ServiceNow is experiencing strong growth as it integrates AI across its cloud-based workflow automation platform..Microsoft is seeing incredible momentum in its enterprise cloud service business..10 stocks we like better than ServiceNow ›.The adoption of artificial intelligence (AI) continues to grow at a rapid rate in 2025. Leading companies across semiconductors, cloud services, and software are seeing surging demand. Investors that stick with quality companies with strong fundamentals and a history of delivering returns to shareholders will do well over the long term. Here are two top stocks to consider adding to your portfolio right now..ServiceNow (NYSE: NOW) is playing a pivotal role in helping companies transform their operations for AI. Its cloud-based platform offers powerful tools that can automate and streamline workflows..ServiceNow generates recurring revenue from subscriptions, which means lower business risk compared to companies that have to sell more products every year to generate growth. Over the last 10 years, revenue grew at a compound annual growth rate of 32%, with free cash flow growing at 44%. This fueled a 1,100% cumulative return in the share price. Its recent quarterly revenue growth rate suggest there is still massive market potential for its platform..In the first quarter, subscription revenue grew 19% year over year to $3 billion, or an increase of 20% excluding currency changes. Importantly, remaining performance obligations grew 25% over the year-ago quarter to $22 billion, indicating excellent long-term growth prospects..ServiceNow is integrating AI across its platform, improving efficiency and productivity, which companies are desperately seeking to stay competitive. The company is moving beyond its historical focus on information technology solutions to expand into supply chain and customer relationship management offerings..These additional services are making the platform more robust to attract larger enterprises, and it's paying off. ServiceNow now has more than 500 customers with an annual contract value of $5 million or more..Management believes the opportunity for the company is accelerating. It sees a clear path to reach annual revenue of $30 billion. That represents significant growth over the company's trailing-12-month revenue of $11.5 billion..ServiceNow's history of growth, subscription-based business model, and momentum from AI integration make it a quality growth stock to hold for the long term..Another stock to invest in AI without taking a lot of risk is the long-reigning software king, Microsoft (NASDAQ: MSFT). Microsoft's transformation over the last decade into a cloud-first company has significantly strengthened its competitive moat and positioned it well for the AI era.",https://finance.yahoo.com/news/2-top-artificial-intelligence-stocks-081500442.html,"```json
{
  ""Strategic Risk"": 9,
  ""Operational Risk"": 0,
  ""Financial Risk"": 8,
  ""Market Risk"": 9,
  ""Technology Risk"": 8,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 7,
  ""ESG Risk"": 0
}
```"
162,2025-06-24 05:45:00,Microsoft (MSFT) Surpasses Market Returns: Some Facts Worth Knowing,"Microsoft (MSFT) closed the most recent trading day at $486.00, moving +1.8% from the previous trading session.","Microsoft (MSFT) closed the most recent trading day at $486.00, moving +1.8% from the previous trading session. The stock outperformed the S&P 500, which registered a daily gain of 0.96%. Meanwhile, the Dow gained 0.89%, and the Nasdaq, a tech-heavy index, added 0.94%..Shares of the software maker have appreciated by 6.05% over the course of the past month, outperforming the Computer and Technology sector's gain of 2.53%, and the S&P 500's gain of 0.5%..Analysts and investors alike will be keeping a close eye on the performance of Microsoft in its upcoming earnings disclosure. The company is forecasted to report an EPS of $3.35, showcasing a 13.56% upward movement from the corresponding quarter of the prior year. Alongside, our most recent consensus estimate is anticipating revenue of $73.71 billion, indicating a 13.88% upward movement from the same quarter last year..For the full year, the Zacks Consensus Estimates project earnings of $13.36 per share and a revenue of $279.09 billion, demonstrating changes of +13.22% and +13.86%, respectively, from the preceding year..Additionally, investors should keep an eye on any recent revisions to analyst forecasts for Microsoft. These recent revisions tend to reflect the evolving nature of short-term business trends. Hence, positive alterations in estimates signify analyst optimism regarding the business and profitability..Our research shows that these estimate changes are directly correlated with near-term stock prices. To exploit this, we've formed the Zacks Rank, a quantitative model that includes these estimate changes and presents a viable rating system..The Zacks Rank system, which ranges from #1 (Strong Buy) to #5 (Strong Sell), has an impressive outside-audited track record of outperformance, with #1 stocks generating an average annual return of +25% since 1988. Over the last 30 days, the Zacks Consensus EPS estimate has witnessed an unchanged state. Microsoft is currently a Zacks Rank #3 (Hold)..Valuation is also important, so investors should note that Microsoft has a Forward P/E ratio of 35.74 right now. Its industry sports an average Forward P/E of 25.16, so one might conclude that Microsoft is trading at a premium comparatively..We can additionally observe that MSFT currently boasts a PEG ratio of 2.42. The PEG ratio is akin to the commonly utilized P/E ratio, but this measure also incorporates the company's anticipated earnings growth rate. The Computer - Software industry had an average PEG ratio of 2.4 as trading concluded yesterday..The Computer - Software industry is part of the Computer and Technology sector. Currently, this industry holds a Zacks Industry Rank of 43, positioning it in the top 18% of all 250+ industries.",https://finance.yahoo.com/news/microsoft-msft-surpasses-market-returns-214503253.html,"```json
{
    ""Strategic Risk"": 0,
    ""Operational Risk"": 0,
    ""Financial Risk"": 0,
    ""Market Risk"": 1,
    ""Technology Risk"": 0,
    ""Credit Risk"": 0,
    ""Legal Risk"": 0,
    ""Political Risk"": 0,
    ""Reputational Risk"": 0,
    ""ESG Risk"": 0
}
```"
163,2025-06-24 05:22:00,How Microsoft Built a Reliable Dividend Track Record in a Growth-Focused Sector,"Microsoft Corporation (NASDAQ:MSFT) is one of the 10 Technology Dividend Aristocrats to Buy in 2025. Microsoft Corporation (NASDAQ:MSFT) surprised Wall Street in 2003 when it announced its first-ever dividend, especially since the company was dealing with costly antitrust challenges at the time. Analysts viewed the move as a smart step, both financially and strategically. Today, […]","Microsoft Corporation (NASDAQ:MSFT) is one of the 10 Technology Dividend Aristocrats to Buy in 2025..Microsoft Corporation (NASDAQ:MSFT) surprised Wall Street in 2003 when it announced its first-ever dividend, especially since the company was dealing with costly antitrust challenges at the time. Analysts viewed the move as a smart step, both financially and strategically. Today, the dividend is seen as one of Microsoft’s key strengths. What began as a $0.16 per share payout has since grown to $0.83 per share..A development team working together to create the next version of Windows..This level of dividend growth is particularly impressive for a company rooted in the growth-oriented tech sector. Microsoft Corporation (NASDAQ:MSFT)’s five-year dividend growth rate of 10.3% shows that it’s possible to balance both income and expansion..While its 20-year streak of dividend increases often flies under the radar, especially with a yield of less than 1% at current prices, Microsoft Corporation (NASDAQ:MSFT)’s dividend outlook remains strong. The company has a healthy balance sheet, with more cash than debt and a low payout ratio, giving it plenty of room to continue raising dividends well into the future. In addition, the stock has delivered a return of nearly 955% in the past decade, outperforming the broader market, which returned just 183% during this period..While we acknowledge the potential of MSFT as an investment, we believe certain AI stocks offer greater upside potential and carry less downside risk. If you’re looking for an extremely undervalued AI stock that also stands to benefit significantly from Trump-era tariffs and the onshoring trend, see our free report on the best short-term AI stock..READ NEXT: 10 Best Dividend Stocks for a Bear Market and 10 Best Dividend Stocks to Buy for Dependable Dividend Growth..Disclosure. None.",https://finance.yahoo.com/news/microsoft-built-reliable-dividend-track-212244562.html,"```json
{
  ""Strategic Risk"": 7,
  ""Operational Risk"": 0,
  ""Financial Risk"": 8,
  ""Market Risk"": 6,
  ""Technology Risk"": 0,
  ""Credit Risk"": 7,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 7,
  ""ESG Risk"": 0
}
```"
164,2025-06-24 04:58:00,"Microsoft and IBM Just Hit Fresh Highs. Both Are Still Set for AI-Driven Gains, Analysts Say","Microsoft and International Business Machines shares closed at record highs Monday, building on a string of recent gains.","John Keeble / Contributor / Getty Images, picture alliance / Contributor / Getty Images.Microsoft and IBM shares both closed at all-time highs Monday..The two tech titans are coming out of a week where both stocks set multiple records..Still, some Wall Street analysts have suggested both could have room to rise, expecting more AI-driven gains...Microsoft (MSFT) and International Business Machines (IBM) shares both closed at record highs Monday, building on a string of recent gains..Shares of Microsoft edged almost 2% higher Monday to close at $486, while IBM added nearly 3% to $289.18, with both among the Dow's best-performing stocks for the day. In 2025 so far, IBM stock has gained nearly a third of its value, while Microsoft has climbed 15%..Still, some Wall Street analysts have suggested both could have room to rise, expecting more AI-driven gains..Last week, Bernstein analysts reportedly said Microsoft’s partnership with OpenAI “can generate huge potential revenue upside” for its Azure cloud platform. Wedbush meanwhile said Microsoft “is currently in the driver’s seat on the AI front,” in a note to clients. Wall Street’s consensus price target according to Visible Alpha is about $531, implying 9% upside from Monday's close..IBM meanwhile could be “well-positioned to capitalize on the current demand shift for hybrid and AI applications,” Wedbush analysts said Friday. The firm raised its price target to $325 from $320, which represents a 12% premium to Monday's close. With its recent gains, IBM has surpassed the mean of targets compiled by Visible Alpha at $264..IBM launched new software last week it says could help clients keep their AI agent systems ""responsible at scale.” IBM also recently said it believes it has a ""viable path"" to building the world’s first large-scale, ""fault-tolerant"" quantum computer by the end of the decade..Read the original article on Investopedia",https://finance.yahoo.com/news/microsoft-ibm-just-hit-fresh-205823943.html,"```json
{
  ""Strategic Risk"": 9,
  ""Operational Risk"": 0,
  ""Financial Risk"": 8,
  ""Market Risk"": 9,
  ""Technology Risk"": 8,
  ""Credit Risk"": 7,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 8,
  ""ESG Risk"": 0
}
```"
165,2025-06-24 03:45:00,US stocks aren’t safe in heated global tensions anymore,Bitcoin's volatility drops below major U.S. stocks as long-term holders drive asset class maturity.,"US stocks aren’t safe in heated global tensions anymore originally appeared on TheStreet..Bitcoin's long-held belief as a major volatile asset has been challenged amid the Iran-Israel conflict. .On June 21, the United States carried out a strike on Iran, where it bombed three of its main nuclear facilities — Fordo, Natanz, and Isfahan. While Bitcoin briefly fell from $103,000 to $100,000, it never dropped below the $100,000 mark, unlike in previous cycles..As of June 23, Bitcoin's 60-day realized volatility had fallen to approximately 27% to 28%, according to Bitwise Europe's André Dragosch, which is lower than the S&P 500, which declined by 30%, the NASDAQ 100 by approximately 35%, and ""Magnificent 7"" by 40%..Join the discussion with Scott Melker on the Roundtable here..The ""Magnificent Seven"" are the top seven U.S. tech stocks that have performed exceptionally well: Apple, Microsoft, Amazon, Nvidia, Alphabet, Meta, and Tesla..However, this is not a one-off situation for Bitcoin. Historically speaking, Bitcoin's volatility has been the lowest..In February 2022, Bitcoin hit volatility levels of 60% to 65% during the onset of the Russia-Ukraine conflict, showing a stark difference from the current pattern, per data available on Glassnode..Analysts also suggest that the difference is mainly attributed to long-term holders and the use of institutional investors..Join the discussion with Mario Nawfal on the Roundtable here. .According to the Glassnode data, over 30% of Bitcoin's circulating supply is controlled by just 216 centralized entities — like exchange-traded funds (ETFs) issuers, crypto exchanges, and corporate treasuries — compared to long-term holders, who now control a record 14.53 million BTC..Arthur Hayes, the co-founder of BitMEX, believes the price trajectory for BTC will remain bullish, supported by both central bank policies and investor confidence..At press time, Bitcoin was trading at $101,197.17, up by 2.16% in the last 24 hours, as per Kraken's price feed..US stocks aren’t safe in heated global tensions anymore first appeared on TheStreet on Jun 23, 2025.This story was originally reported by TheStreet on Jun 23, 2025, where it first appeared.",https://finance.yahoo.com/news/us-stocks-aren-t-safe-194500568.html,"```json
{
  ""Strategic Risk"": 0,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": -8,
  ""Technology Risk"": 0,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": -7,
  ""Reputational Risk"": 0,
  ""ESG Risk"": 0
}
```"
166,2025-06-24 03:37:00,"Microsoft, AMD Partner to Co-Engineer Custom Silicon for Next-Gen Xbox Consoles","Microsoft Corporation (NASDAQ:MSFT) is one of the best QQQ stocks to buy according to hedge funds. On June 18, Microsoft and Advanced Micro Devices Inc. (NASDAQ:AMD) announced a multi-year agreement to co-engineer custom silicon for a range of devices, such as Microsoft’s next-generation Xbox consoles. The partnership aims to enhance visual quality, immersive gameplay, and […]","Microsoft Corporation (NASDAQ:MSFT) is one of the best QQQ stocks to buy according to hedge funds. On June 18, Microsoft and Advanced Micro Devices Inc. (NASDAQ:AMD) announced a multi-year agreement to co-engineer custom silicon for a range of devices, such as Microsoft’s next-generation Xbox consoles..The partnership aims to enhance visual quality, immersive gameplay, and AI-powered experiences across a flexible hardware lineup, while maintaining full compatibility with existing Xbox game libraries. Xbox President Sarah Bond stated that the collaboration with AMD is focused on advancing the state of the art in gaming silicon to unlock deeper visual quality and AI-enhanced player experiences..A development team working together to create the next version of Windows..This aligns with details from a May 2022 leaked presentation, which indicated Microsoft’s interest in integrating AI and ML into future Xbox games. The partnership builds upon a long-standing relationship, as AMD has previously supplied chips for earlier Xbox and PlayStation models. Xbox is committed to making Windows the number one platform for gaming..Microsoft Corporation (NASDAQ:MSFT) develops and supports software, services, devices, and solutions worldwide. Advanced Micro Devices Inc. (NASDAQ:AMD) is a semiconductor company..While we acknowledge the potential of MSFT as an investment, we believe certain AI stocks offer greater upside potential and carry less downside risk. If you’re looking for an extremely undervalued AI stock that also stands to benefit significantly from Trump-era tariffs and the onshoring trend, see our free report on the best short-term AI stock..READ NEXT: 30 Stocks That Should Double in 3 Years and 11 Hidden AI Stocks to Buy Right Now..Disclosure: None. This article is originally published at Insider Monkey.",https://finance.yahoo.com/news/microsoft-amd-partner-co-engineer-193736770.html,"```json
{
  ""Strategic Risk"": 7,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 6,
  ""Technology Risk"": 8,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 4,
  ""ESG Risk"": 0
}
```"
167,2025-06-24 02:53:00,Microsoft to Cut Thousands of Jobs as AI Spending Surges,"Cuts follow a prior 6,000-person reduction in May; new round expected after fiscal year ends","Microsoft (MSFT, Financials) is preparing to lay off thousands of employees, primarily in sales, as part of a broader restructuring tied to its growing artificial intelligence investments, Bloomberg News reported Wednesday..Warning! GuruFocus has detected 6 Warning Sign with MSFT..The cuts are expected to be announced early next month, after the end of Microsoft's fiscal year. While sales roles will be affected, Bloomberg noted that the layoffs will span multiple departments and the timing could still shift..This move follows a previous round of cuts in May that impacted about 6,000 workers. As of last June, Microsoft employed 228,000 people globally..The tech giant has significantly ramped up AI-related investments, committing $80 billion in capital expenditures this fiscal yearlargely to expand its data center footprint and support its AI infrastructure..Microsoft declined to comment on the report..The news comes just one day after Amazon (AMZN, Financials) CEO Andy Jassy said the company's AI rollout would likely reduce its corporate headcount over time..This article first appeared on GuruFocus.",https://finance.yahoo.com/news/microsoft-cut-thousands-jobs-ai-185308228.html,"```json
{
  ""strategic_risk"": 7,
  ""operational_risk"": -3,
  ""financial_risk"": 6,
  ""market_risk"": 4,
  ""technology_risk"": 8,
  ""credit_risk"": 0,
  ""legal_risk"": -1,
  ""political_risk"": 0,
  ""reputational_risk"": -5,
  ""esg_risk"": -4
}
```"
168,2025-06-24 02:16:00,Leak reveals Grok might soon edit your spreadsheets,"Leaked code suggests xAI is developing an advanced file editor for Grok with spreadsheet support, signaling the company’s push to compete with OpenAI, Google, and Microsoft by embedding AI copilots into productivity tools.","Leaked code suggests xAI is developing an advanced file editor for Grok with spreadsheet support, signaling the company’s push to compete with OpenAI, Google, and Microsoft by embedding AI copilots into productivity tools..“You can talk to Grok and ask it to assist you at the same time you’re editing the files!” writes reverse engineer Nima Owji, who leaked the finding..TechCrunch has reached out to xAI to confirm the findings and learn more..While xAI hasn’t explicitly detailed its strategy for pursuing interactive, multimodal AI workspaces, it has dropped a series of announcements that point to how the company is thinking about these tools. In April 2025, xAI launched Grok Studio, a split-screen workspace that lets users collaborate with Grok on generating documents, code, reports, and browser games. It also launched the ability to create Workspaces that let you organize files and conversations in a single place..While OpenAI and Microsoft have similar tools, Google’s Gemini Workspace for Sheets, Docs, and Gmail appears to be the most similar to what xAI is reportedly building. Google’s tools can edit Docs and Sheets and allow you to chat with Gemini while looking at or editing documents. The difference is that Gemini Workspace only works within Google’s ecosystem..It’s not clear what types of files xAI’s editor might support aside from spreadsheets, or whether xAI plans to build a full productivity suite that could compete with Google Workspace or Microsoft 365..If Owji’s findings are true, the advanced editor would be a step toward Elon Musk’s ambitions to turn X into an “everything app” that includes docs, chat, payments, and social media.",https://finance.yahoo.com/news/leak-reveals-grok-might-soon-181657484.html,"```json
{
  ""Strategic Risk"": -7,
  ""Operational Risk"": 0,
  ""Financial Risk"": -2,
  ""Market Risk"": -4,
  ""Technology Risk"": -3,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": -1,
  ""ESG Risk"": 0
}
```"
169,2025-06-24 00:33:00,"I Predict This ""Magnificent Seven"" Stock Will Crush Expectations",Nvidia could sizzle as the other six stocks slump.,"Nvidia has grown like a weed over the past decade..It continues to dominate the booming AI chip market..It still looks reasonably valued relative to its growth potential..10 stocks we like better than Nvidia ›.The ""Magnificent Seven"" stocks -- Apple, Amazon, Meta Platforms, Alphabet, Microsoft, Nvidia (NASDAQ: NVDA), and Tesla -- have all generated impressive returns for their long-term investors. All seven stocks are included in the S&P 500 and Nasdaq-100 indexes, and they often drive the market's performance with their size, growth, and influence..But after years of big gains, most of the Magnificent Seven stocks are losing their luster. Apple is still overwhelmingly dependent on the iPhone, which is vulnerable to high tariffs, competition, and supply chain constraints. Amazon faces stiff competition from cheaper cross-border competitors, Alphabet's Google is being slammed by antitrust regulators and struggling to keep pace with OpenAI's ChatGPT and other generative artificial intelligence (AI) services, and Microsoft might be headed for an ugly breakup with OpenAI as the AI start-up openly rebels against its top investor. As for Tesla, Elon Musk's divisive actions are likely driving away its potential customers in the saturated EV market..Meta and Nvidia face fewer near-term headwinds than the other five stocks. However, Meta generates nearly all of its revenue from ads, and its growth could slow down as the global economy cools off. Nvidia certainly isn't immune to economic downturns and recessions, but the secular expansion of its AI chipmaking business could offset a lot of that pressure. So looking ahead, I believe Nvidia will continue to shatter Wall Street's expectations and outperform the other Magnificent Seven stocks for the foreseeable future..Nvidia is the world's largest producer of discrete GPUs. It designs its own chips, but it outsources its manufacturing to third-party foundries like Taiwan Semiconductor Manufacturing. With that ""fabless"" model, Nvidia doesn't need to spend billions of dollars to upgrade its own foundries or develop the smallest, densest, and most power-efficient manufacturing nodes..Nvidia once generated most of its revenue from its gaming GPUs, which can also be used to mine certain cryptocurrencies. But in its latest quarter, it generated less than 9% of its revenue from its gaming GPUs. A whopping 89% came from its data center GPUs -- which include its older A100 chips and current-gen H100 and H200 chips.",https://finance.yahoo.com/news/predict-magnificent-seven-stock-crush-163300908.html,"```json
{
  ""Strategic Risk"": -2,
  ""Operational Risk"": 0,
  ""Financial Risk"": -3,
  ""Market Risk"": -5,
  ""Technology Risk"": 0,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": -2,
  ""ESG Risk"": 0
}
```"
